trip_nb,local_dtm,latitude,longitude
3,19MAY17:16:33:16,40.028515,-83.072723
3,19MAY17:16:33:17,40.028522,-83.072784
3,19MAY17:16:33:19,40.028587,-83.072792
3,19MAY17:16:33:20,40.028591,-83.072784
3,19MAY17:16:33:21,40.028603,-83.072784
3,19MAY17:16:33:22,40.028629,-83.072792
3,19MAY17:16:33:24,40.02874,-83.072906
3,19MAY17:16:33:25,40.028736,-83.072906
3,19MAY17:16:33:26,40.028763,-83.072868
3,19MAY17:16:33:28,40.028721,-83.072845
3,19MAY17:16:33:29,40.028721,-83.072838
3,19MAY17:16:33:30,40.028721,-83.072838
3,19MAY17:16:33:31,40.028717,-83.07283
3,19MAY17:16:33:32,40.028713,-83.072823
3,19MAY17:16:33:33,40.028709,-83.072807
3,19MAY17:16:33:34,40.028706,-83.072784
3,19MAY17:16:33:35,40.02869,-83.072762
3,19MAY17:16:33:36,40.028683,-83.072746
3,19MAY17:16:33:37,40.028675,-83.072739
3,19MAY17:16:33:38,40.028675,-83.072739
3,19MAY17:16:33:39,40.028664,-83.072739
3,19MAY17:16:33:40,40.028656,-83.072739
3,19MAY17:16:33:41,40.028652,-83.072746
3,19MAY17:16:33:42,40.028648,-83.072739
3,19MAY17:16:33:43,40.028648,-83.072739
3,19MAY17:16:33:44,40.028652,-83.072739
3,19MAY17:16:33:45,40.028656,-83.072746
3,19MAY17:16:33:46,40.028664,-83.072754
3,19MAY17:16:33:47,40.028667,-83.072754
3,19MAY17:16:33:48,40.028667,-83.072762
3,19MAY17:16:33:49,40.028664,-83.072762
3,19MAY17:16:33:51,40.028664,-83.072762
3,19MAY17:16:33:52,40.028664,-83.072762
3,19MAY17:16:33:53,40.028664,-83.072762
3,19MAY17:16:33:54,40.028664,-83.072762
3,19MAY17:16:33:55,40.02866,-83.072762
3,19MAY17:16:33:56,40.028652,-83.072762
3,19MAY17:16:33:57,40.028648,-83.072784
3,19MAY17:16:33:58,40.028648,-83.0728
3,19MAY17:16:33:59,40.028652,-83.072823
3,19MAY17:16:34:01,40.028675,-83.072845
3,19MAY17:16:34:02,40.028679,-83.072861
3,19MAY17:16:34:03,40.028679,-83.072868
3,19MAY17:16:34:04,40.028679,-83.072861
3,19MAY17:16:34:05,40.028679,-83.072853
3,19MAY17:16:34:06,40.028679,-83.072853
3,19MAY17:16:34:07,40.028675,-83.072853
3,19MAY17:16:34:08,40.028671,-83.072861
3,19MAY17:16:34:09,40.028671,-83.072861
3,19MAY17:16:34:10,40.028671,-83.072868
3,19MAY17:16:34:12,40.028671,-83.072868
3,19MAY17:16:34:13,40.028671,-83.072868
3,19MAY17:16:34:14,40.028675,-83.072868
3,19MAY17:16:34:15,40.028671,-83.072868
3,19MAY17:16:34:16,40.028671,-83.072868
3,19MAY17:16:34:17,40.028671,-83.072868
3,19MAY17:16:34:18,40.028671,-83.072868
3,19MAY17:16:34:19,40.028671,-83.072868
3,19MAY17:16:34:20,40.028671,-83.072868
3,19MAY17:16:34:21,40.028671,-83.072868
3,19MAY17:16:34:23,40.028671,-83.072868
3,19MAY17:16:34:24,40.028671,-83.072868
3,19MAY17:16:34:25,40.028671,-83.072868
3,19MAY17:16:34:26,40.028671,-83.072868
3,19MAY17:16:34:27,40.028671,-83.072868
3,19MAY17:16:34:28,40.028671,-83.072868
3,19MAY17:16:34:29,40.028671,-83.072868
3,19MAY17:16:34:30,40.028671,-83.072868
3,19MAY17:16:34:32,40.028671,-83.072868
3,19MAY17:16:34:33,40.028671,-83.072868
3,19MAY17:16:34:34,40.028671,-83.072868
3,19MAY17:16:34:35,40.028671,-83.072868
3,19MAY17:16:34:36,40.028671,-83.072868
3,19MAY17:16:34:37,40.028671,-83.072868
3,19MAY17:16:34:38,40.028671,-83.072868
3,19MAY17:16:34:39,40.028671,-83.072868
3,19MAY17:16:34:40,40.028671,-83.072868
3,19MAY17:16:34:41,40.028671,-83.072868
3,19MAY17:16:34:42,40.028671,-83.072868
3,19MAY17:16:34:43,40.028671,-83.072868
3,19MAY17:16:34:45,40.028671,-83.072868
3,19MAY17:16:34:46,40.028671,-83.072868
3,19MAY17:16:34:48,40.028671,-83.072868
3,19MAY17:16:34:49,40.028671,-83.072868
3,19MAY17:16:34:50,40.028671,-83.072868
3,19MAY17:16:34:51,40.028671,-83.072868
3,19MAY17:16:34:52,40.028671,-83.072868
3,19MAY17:16:34:53,40.028671,-83.072868
3,19MAY17:16:34:54,40.028671,-83.072868
3,19MAY17:16:34:55,40.028671,-83.072868
3,19MAY17:16:34:56,40.028671,-83.072868
3,19MAY17:16:34:57,40.028671,-83.072868
3,19MAY17:16:34:58,40.028671,-83.072868
3,19MAY17:16:34:59,40.028671,-83.072868
3,19MAY17:16:35:00,40.028671,-83.072868
3,19MAY17:16:35:01,40.028671,-83.072868
3,19MAY17:16:35:02,40.028675,-83.072868
3,19MAY17:16:35:03,40.028679,-83.072868
3,19MAY17:16:35:04,40.028679,-83.072876
3,19MAY17:16:35:05,40.028679,-83.072876
3,19MAY17:16:35:06,40.028679,-83.072876
3,19MAY17:16:35:07,40.028679,-83.072876
3,19MAY17:16:35:08,40.028683,-83.072876
3,19MAY17:16:35:09,40.028683,-83.072876
3,19MAY17:16:35:10,40.028683,-83.072876
3,19MAY17:16:35:11,40.028687,-83.072876
3,19MAY17:16:35:13,40.028687,-83.072876
3,19MAY17:16:35:14,40.028687,-83.072876
3,19MAY17:16:35:15,40.02869,-83.072876
3,19MAY17:16:35:17,40.028687,-83.072876
3,19MAY17:16:35:19,40.028687,-83.072876
3,19MAY17:16:35:20,40.028687,-83.072876
3,19MAY17:16:35:21,40.028687,-83.072876
3,19MAY17:16:35:22,40.028687,-83.072876
3,19MAY17:16:35:23,40.028687,-83.072876
3,19MAY17:16:35:24,40.028687,-83.072876
3,19MAY17:16:35:26,40.028687,-83.072876
3,19MAY17:16:35:27,40.028687,-83.072876
3,19MAY17:16:35:28,40.028687,-83.072876
3,19MAY17:16:35:29,40.028687,-83.072876
3,19MAY17:16:35:30,40.028687,-83.072876
3,19MAY17:16:35:31,40.028687,-83.072876
3,19MAY17:16:35:32,40.028687,-83.072876
3,19MAY17:16:35:33,40.028687,-83.072876
3,19MAY17:16:35:34,40.028687,-83.072876
3,19MAY17:16:35:35,40.028687,-83.072876
3,19MAY17:16:35:36,40.028687,-83.072876
3,19MAY17:16:35:38,40.028687,-83.072876
3,19MAY17:16:35:39,40.028687,-83.072876
3,19MAY17:16:35:40,40.028687,-83.072876
3,19MAY17:16:35:41,40.028687,-83.072876
3,19MAY17:16:35:42,40.028687,-83.072876
3,19MAY17:16:35:43,40.02869,-83.072876
3,19MAY17:16:35:44,40.02869,-83.072876
3,19MAY17:16:35:46,40.02869,-83.072876
3,19MAY17:16:35:47,40.028687,-83.072876
3,19MAY17:16:35:48,40.02869,-83.072876
3,19MAY17:16:35:49,40.02869,-83.072876
3,19MAY17:16:35:51,40.028687,-83.072876
3,19MAY17:16:35:52,40.02869,-83.072876
3,19MAY17:16:35:53,40.02869,-83.072876
3,19MAY17:16:35:54,40.02869,-83.072876
3,19MAY17:16:35:55,40.02869,-83.072876
3,19MAY17:16:35:56,40.02869,-83.072876
3,19MAY17:16:35:58,40.02869,-83.072876
3,19MAY17:16:35:59,40.02869,-83.072876
3,19MAY17:16:36:00,40.02869,-83.072876
3,19MAY17:16:36:01,40.02869,-83.072876
3,19MAY17:16:36:03,40.02869,-83.072876
3,19MAY17:16:36:04,40.02869,-83.072876
3,19MAY17:16:36:06,40.02869,-83.072876
4,19MAY17:21:02:56,40.029598,-83.075493
4,19MAY17:21:02:57,40.029602,-83.075691
4,19MAY17:21:02:58,40.029594,-83.075851
4,19MAY17:21:02:59,40.029633,-83.076057
4,19MAY17:21:03:00,40.029568,-83.076271
4,19MAY17:21:03:01,40.029568,-83.0765
4,19MAY17:21:03:02,40.029625,-83.07679
4,19MAY17:21:03:03,40.029591,-83.077019
4,19MAY17:21:03:05,40.029587,-83.077415
4,19MAY17:21:03:06,40.029602,-83.077614
4,19MAY17:21:03:07,40.029621,-83.077827
4,19MAY17:21:03:08,40.029629,-83.078033
4,19MAY17:21:03:09,40.029636,-83.078232
4,19MAY17:21:03:10,40.029659,-83.07843
4,19MAY17:21:03:11,40.029667,-83.078629
4,19MAY17:21:03:12,40.02964,-83.078873
4,19MAY17:21:03:13,40.029613,-83.079094
4,19MAY17:21:03:14,40.029613,-83.0793
4,19MAY17:21:03:15,40.029617,-83.079521
4,19MAY17:21:03:16,40.029621,-83.07972
4,19MAY17:21:03:17,40.029629,-83.079948
4,19MAY17:21:03:18,40.029648,-83.080177
4,19MAY17:21:03:19,40.029655,-83.080399
4,19MAY17:21:03:20,40.029644,-83.080612
4,19MAY17:21:03:21,40.02964,-83.080803
4,19MAY17:21:03:22,40.029655,-83.080978
4,19MAY17:21:03:23,40.029686,-83.081169
4,19MAY17:21:03:24,40.029751,-83.081375
4,19MAY17:21:03:25,40.029758,-83.081551
4,19MAY17:21:03:26,40.029747,-83.081764
4,19MAY17:21:03:27,40.029732,-83.081993
4,19MAY17:21:03:28,40.029743,-83.082199
4,19MAY17:21:03:29,40.029739,-83.08239
4,19MAY17:21:03:30,40.029755,-83.082603
4,19MAY17:21:03:32,40.029755,-83.083038
4,19MAY17:21:03:33,40.029766,-83.083244
4,19MAY17:21:03:34,40.029766,-83.083458
4,19MAY17:21:03:35,40.02977,-83.083672
4,19MAY17:21:03:36,40.029755,-83.083809
4,19MAY17:21:03:37,40.029766,-83.084007
4,19MAY17:21:03:38,40.029789,-83.084183
4,19MAY17:21:03:39,40.02985,-83.084373
4,19MAY17:21:03:41,40.02985,-83.084564
4,19MAY17:21:03:42,40.029823,-83.084961
4,19MAY17:21:03:43,40.029766,-83.085052
4,19MAY17:21:03:45,40.029808,-83.085541
4,19MAY17:21:03:46,40.029846,-83.085732
4,19MAY17:21:03:47,40.02993,-83.085953
4,19MAY17:21:03:48,40.029984,-83.086113
4,19MAY17:21:03:49,40.029999,-83.086311
4,19MAY17:21:03:50,40.029976,-83.086472
4,19MAY17:21:03:52,40.029957,-83.086861
4,19MAY17:21:03:53,40.029949,-83.087059
4,19MAY17:21:03:54,40.029968,-83.087227
4,19MAY17:21:03:55,40.029964,-83.087425
4,19MAY17:21:03:56,40.029957,-83.087608
4,19MAY17:21:03:57,40.02998,-83.087791
4,19MAY17:21:03:58,40.029995,-83.087982
4,19MAY17:21:04:00,40.030006,-83.088379
4,19MAY17:21:04:01,40.030014,-83.088562
4,19MAY17:21:04:02,40.030025,-83.088753
4,19MAY17:21:04:03,40.030006,-83.088951
4,19MAY17:21:04:04,40.029991,-83.089149
4,19MAY17:21:04:05,40.030014,-83.08934
4,19MAY17:21:04:06,40.030025,-83.089539
4,19MAY17:21:04:07,40.030029,-83.089745
4,19MAY17:21:04:08,40.030033,-83.089935
4,19MAY17:21:04:09,40.030048,-83.090126
4,19MAY17:21:04:10,40.030064,-83.090309
4,19MAY17:21:04:11,40.030064,-83.090477
4,19MAY17:21:04:12,40.030052,-83.090645
4,19MAY17:21:04:13,40.030094,-83.090797
4,19MAY17:21:04:14,40.030102,-83.090935
4,19MAY17:21:04:15,40.030094,-83.091064
4,19MAY17:21:04:16,40.030102,-83.091179
4,19MAY17:21:04:17,40.030102,-83.091232
4,19MAY17:21:04:18,40.030136,-83.091286
4,19MAY17:21:04:19,40.030155,-83.091331
4,19MAY17:21:04:20,40.030201,-83.091347
4,19MAY17:21:04:22,40.030293,-83.091331
4,19MAY17:21:04:23,40.030338,-83.091331
4,19MAY17:21:04:24,40.030392,-83.091309
4,19MAY17:21:04:25,40.030426,-83.091278
4,19MAY17:21:04:26,40.030441,-83.09124
4,19MAY17:21:04:27,40.03046,-83.091217
4,19MAY17:21:04:28,40.030483,-83.091202
4,19MAY17:21:04:29,40.030491,-83.091179
4,19MAY17:21:04:30,40.030499,-83.091156
4,19MAY17:21:04:31,40.030499,-83.091141
4,19MAY17:21:04:32,40.030502,-83.091141
4,19MAY17:21:04:34,40.030514,-83.091133
4,19MAY17:21:04:35,40.030514,-83.091133
4,19MAY17:21:04:36,40.030518,-83.091133
4,19MAY17:21:04:37,40.030518,-83.091133
4,19MAY17:21:04:38,40.030518,-83.091133
4,19MAY17:21:04:39,40.030518,-83.091133
4,19MAY17:21:04:40,40.030518,-83.091125
4,19MAY17:21:04:41,40.030518,-83.091125
4,19MAY17:21:04:43,40.030533,-83.091125
4,19MAY17:21:04:45,40.030552,-83.091141
4,19MAY17:21:04:47,40.030563,-83.091141
4,19MAY17:21:04:48,40.030575,-83.091141
4,19MAY17:21:04:50,40.030617,-83.091141
4,19MAY17:21:04:51,40.030636,-83.091133
4,19MAY17:21:04:53,40.03067,-83.091133
4,19MAY17:21:04:54,40.030682,-83.091133
4,19MAY17:21:04:55,40.030685,-83.091133
4,19MAY17:21:04:56,40.030685,-83.091125
4,19MAY17:21:04:57,40.030685,-83.091125
4,19MAY17:21:04:58,40.030685,-83.091125
4,19MAY17:21:04:59,40.030685,-83.091125
4,19MAY17:21:05:00,40.030685,-83.091125
4,19MAY17:21:05:01,40.030689,-83.091125
4,19MAY17:21:05:02,40.030689,-83.091133
4,19MAY17:21:05:03,40.030689,-83.091133
4,19MAY17:21:05:04,40.030678,-83.091133
4,19MAY17:21:05:05,40.030666,-83.091133
4,19MAY17:21:05:06,40.030643,-83.091133
4,19MAY17:21:05:07,40.030624,-83.091133
4,19MAY17:21:05:08,40.030605,-83.091148
4,19MAY17:21:05:09,40.030598,-83.091148
4,19MAY17:21:05:10,40.030594,-83.091156
4,19MAY17:21:05:11,40.030594,-83.091171
4,19MAY17:21:05:12,40.030598,-83.091202
4,19MAY17:21:05:13,40.030598,-83.091225
4,19MAY17:21:05:15,40.030605,-83.091232
4,19MAY17:21:05:16,40.030605,-83.09124
5,20MAY17:12:17:07,40.085567,-83.092278
5,20MAY17:12:17:08,40.085541,-83.092285
5,20MAY17:12:17:09,40.085503,-83.092278
5,20MAY17:12:17:10,40.085464,-83.092255
5,20MAY17:12:17:11,40.085457,-83.092239
5,20MAY17:12:17:12,40.085476,-83.092262
5,20MAY17:12:17:14,40.085426,-83.092041
5,20MAY17:12:17:15,40.08543,-83.09211
5,20MAY17:12:17:16,40.085464,-83.092171
5,20MAY17:12:17:17,40.085461,-83.09214
5,20MAY17:12:17:18,40.085464,-83.092148
5,20MAY17:12:17:19,40.085461,-83.092155
5,20MAY17:12:17:20,40.085457,-83.092163
5,20MAY17:12:17:21,40.085453,-83.092163
5,20MAY17:12:17:22,40.085453,-83.092163
5,20MAY17:12:17:23,40.085453,-83.092163
5,20MAY17:12:17:24,40.085461,-83.092163
5,20MAY17:12:17:25,40.085468,-83.092171
5,20MAY17:12:17:26,40.085476,-83.092178
5,20MAY17:12:17:27,40.085484,-83.092201
5,20MAY17:12:17:28,40.085484,-83.092201
5,20MAY17:12:17:29,40.085484,-83.092209
5,20MAY17:12:17:30,40.08548,-83.092201
5,20MAY17:12:17:31,40.085476,-83.092201
5,20MAY17:12:17:32,40.085468,-83.092163
5,20MAY17:12:17:33,40.085464,-83.09214
5,20MAY17:12:17:35,40.085472,-83.092117
5,20MAY17:12:17:36,40.085476,-83.092125
5,20MAY17:12:17:37,40.085484,-83.092125
5,20MAY17:12:17:39,40.085484,-83.09214
5,20MAY17:12:17:40,40.085476,-83.092148
5,20MAY17:12:17:41,40.085472,-83.092155
5,20MAY17:12:17:42,40.085476,-83.092163
5,20MAY17:12:17:43,40.085487,-83.092155
5,20MAY17:12:17:44,40.085499,-83.092148
5,20MAY17:12:17:45,40.085506,-83.09214
5,20MAY17:12:17:46,40.08551,-83.092133
5,20MAY17:12:17:47,40.08551,-83.092125
5,20MAY17:12:17:48,40.08551,-83.092125
5,20MAY17:12:17:49,40.085503,-83.092133
5,20MAY17:12:17:50,40.085491,-83.092125
5,20MAY17:12:17:51,40.085484,-83.092117
5,20MAY17:12:17:53,40.085457,-83.092064
5,20MAY17:12:17:54,40.085419,-83.092033
5,20MAY17:12:17:55,40.085278,-83.092018
5,20MAY17:12:17:56,40.085194,-83.092041
5,20MAY17:12:17:58,40.084946,-83.092155
5,20MAY17:12:17:59,40.084839,-83.092163
5,20MAY17:12:18:00,40.084671,-83.092178
5,20MAY17:12:18:01,40.084515,-83.092194
5,20MAY17:12:18:02,40.08437,-83.092201
5,20MAY17:12:18:03,40.084232,-83.092201
5,20MAY17:12:18:05,40.083969,-83.092293
5,20MAY17:12:18:07,40.083683,-83.092331
5,20MAY17:12:18:08,40.083515,-83.092354
5,20MAY17:12:18:09,40.083363,-83.092361
5,20MAY17:12:18:10,40.083172,-83.092354
5,20MAY17:12:18:11,40.082993,-83.092384
5,20MAY17:12:18:12,40.082809,-83.092377
5,20MAY17:12:18:13,40.082623,-83.092339
5,20MAY17:12:18:14,40.082447,-83.092392
5,20MAY17:12:18:15,40.082245,-83.092392
5,20MAY17:12:18:18,40.081661,-83.092361
5,20MAY17:12:18:20,40.081322,-83.092407
5,20MAY17:12:18:22,40.080929,-83.092438
5,20MAY17:12:18:23,40.08073,-83.092422
5,20MAY17:12:18:24,40.080551,-83.092438
5,20MAY17:12:18:25,40.080357,-83.092438
5,20MAY17:12:18:27,40.079979,-83.092453
5,20MAY17:12:18:28,40.0798,-83.092461
5,20MAY17:12:18:29,40.079597,-83.092453
5,20MAY17:12:18:30,40.07943,-83.092422
5,20MAY17:12:18:32,40.079113,-83.092522
5,20MAY17:12:18:33,40.078911,-83.092491
5,20MAY17:12:18:34,40.078705,-83.092499
5,20MAY17:12:18:35,40.078583,-83.092506
5,20MAY17:12:18:36,40.078335,-83.092422
5,20MAY17:12:18:38,40.077984,-83.092346
5,20MAY17:12:18:39,40.077763,-83.092392
5,20MAY17:12:18:40,40.077648,-83.092537
5,20MAY17:12:18:41,40.0774,-83.092529
5,20MAY17:12:18:42,40.077168,-83.092567
5,20MAY17:12:18:43,40.076965,-83.092583
5,20MAY17:12:18:44,40.076748,-83.092636
5,20MAY17:12:18:45,40.076588,-83.092636
5,20MAY17:12:18:46,40.076405,-83.092651
5,20MAY17:12:18:47,40.07621,-83.092667
5,20MAY17:12:18:48,40.076019,-83.092651
5,20MAY17:12:18:49,40.075871,-83.092651
5,20MAY17:12:18:51,40.075542,-83.092682
5,20MAY17:12:18:52,40.075378,-83.09269
5,20MAY17:12:18:53,40.075249,-83.092705
5,20MAY17:12:18:54,40.075111,-83.092705
5,20MAY17:12:18:55,40.075008,-83.092697
5,20MAY17:12:18:56,40.074909,-83.092705
5,20MAY17:12:18:57,40.07481,-83.092705
5,20MAY17:12:18:58,40.074745,-83.092728
5,20MAY17:12:18:59,40.074703,-83.092735
5,20MAY17:12:19:00,40.074657,-83.092728
5,20MAY17:12:19:01,40.074608,-83.092728
5,20MAY17:12:19:02,40.07457,-83.092751
5,20MAY17:12:19:03,40.074535,-83.092758
5,20MAY17:12:19:04,40.074524,-83.092781
5,20MAY17:12:19:05,40.074532,-83.092781
5,20MAY17:12:19:06,40.074524,-83.092781
5,20MAY17:12:19:08,40.074516,-83.092735
5,20MAY17:12:19:09,40.074528,-83.092743
5,20MAY17:12:19:10,40.074532,-83.092751
5,20MAY17:12:19:11,40.074539,-83.092751
5,20MAY17:12:19:12,40.074539,-83.092743
5,20MAY17:12:19:13,40.074539,-83.092743
5,20MAY17:12:19:14,40.074539,-83.092743
5,20MAY17:12:19:15,40.074539,-83.092751
5,20MAY17:12:19:16,40.074539,-83.092751
5,20MAY17:12:19:17,40.074535,-83.092751
5,20MAY17:12:19:18,40.074535,-83.092751
5,20MAY17:12:19:19,40.074532,-83.092751
5,20MAY17:12:19:20,40.074528,-83.092751
5,20MAY17:12:19:21,40.074528,-83.092751
5,20MAY17:12:19:22,40.074528,-83.092758
5,20MAY17:12:19:23,40.074524,-83.092766
5,20MAY17:12:19:24,40.07452,-83.092766
5,20MAY17:12:19:25,40.07452,-83.092766
5,20MAY17:12:19:27,40.07452,-83.092766
5,20MAY17:12:19:28,40.07452,-83.092766
5,20MAY17:12:19:29,40.07452,-83.092766
5,20MAY17:12:19:30,40.07452,-83.092766
5,20MAY17:12:19:31,40.07452,-83.092773
5,20MAY17:12:19:32,40.07452,-83.092773
5,20MAY17:12:19:33,40.074516,-83.092773
5,20MAY17:12:19:34,40.074516,-83.092766
5,20MAY17:12:19:35,40.074516,-83.092766
5,20MAY17:12:19:36,40.074516,-83.092773
5,20MAY17:12:19:38,40.074516,-83.092773
5,20MAY17:12:19:39,40.074516,-83.092773
5,20MAY17:12:19:40,40.074516,-83.092773
5,20MAY17:12:19:41,40.074516,-83.092773
5,20MAY17:12:19:43,40.074516,-83.092773
5,20MAY17:12:19:44,40.074516,-83.092773
5,20MAY17:12:19:46,40.074516,-83.092773
5,20MAY17:12:19:47,40.074516,-83.092773
5,20MAY17:12:19:48,40.074516,-83.092773
5,20MAY17:12:19:49,40.074516,-83.092773
5,20MAY17:12:19:51,40.074516,-83.092773
5,20MAY17:12:19:52,40.074516,-83.092773
5,20MAY17:12:19:53,40.074516,-83.092773
5,20MAY17:12:19:54,40.074516,-83.092773
5,20MAY17:12:19:55,40.074516,-83.092773
5,20MAY17:12:19:56,40.074516,-83.092773
5,20MAY17:12:19:57,40.074516,-83.092773
5,20MAY17:12:19:58,40.074516,-83.092773
5,20MAY17:12:19:59,40.074516,-83.092773
5,20MAY17:12:20:00,40.074516,-83.092773
5,20MAY17:12:20:02,40.074516,-83.092773
5,20MAY17:12:20:03,40.074516,-83.092773
5,20MAY17:12:20:04,40.074516,-83.092773
5,20MAY17:12:20:05,40.07444,-83.092758
5,20MAY17:12:20:06,40.074352,-83.092781
5,20MAY17:12:20:07,40.074242,-83.092758
5,20MAY17:12:20:09,40.074093,-83.092728
5,20MAY17:12:20:10,40.073982,-83.092712
5,20MAY17:12:20:12,40.073799,-83.092773
5,20MAY17:12:20:14,40.073593,-83.092773
5,20MAY17:12:20:16,40.073322,-83.092773
5,20MAY17:12:20:18,40.073067,-83.092804
5,20MAY17:12:20:20,40.072819,-83.09288
5,20MAY17:12:20:22,40.072506,-83.092812
5,20MAY17:12:20:23,40.072338,-83.092827
5,20MAY17:12:20:24,40.072235,-83.092796
5,20MAY17:12:20:25,40.072094,-83.092827
5,20MAY17:12:20:26,40.07196,-83.092834
5,20MAY17:12:20:28,40.071678,-83.09288
5,20MAY17:12:20:29,40.071537,-83.09288
5,20MAY17:12:20:30,40.071411,-83.092896
5,20MAY17:12:20:31,40.071293,-83.092926
5,20MAY17:12:20:32,40.071175,-83.092941
5,20MAY17:12:20:33,40.071022,-83.092934
5,20MAY17:12:20:34,40.070873,-83.092949
5,20MAY17:12:20:35,40.070732,-83.092972
5,20MAY17:12:20:36,40.070602,-83.092987
5,20MAY17:12:20:38,40.07037,-83.092995
5,20MAY17:12:20:39,40.070244,-83.092987
5,20MAY17:12:20:40,40.070145,-83.092979
5,20MAY17:12:20:41,40.070023,-83.092995
5,20MAY17:12:20:42,40.069885,-83.093002
5,20MAY17:12:20:43,40.069771,-83.093018
5,20MAY17:12:20:44,40.069668,-83.09301
5,20MAY17:12:20:45,40.069538,-83.093018
5,20MAY17:12:20:46,40.069424,-83.093033
5,20MAY17:12:20:47,40.069302,-83.093048
5,20MAY17:12:20:48,40.069191,-83.093063
5,20MAY17:12:20:49,40.06908,-83.093063
5,20MAY17:12:20:50,40.068996,-83.093094
5,20MAY17:12:20:51,40.068916,-83.093094
5,20MAY17:12:20:52,40.068832,-83.093086
5,20MAY17:12:20:53,40.068768,-83.093079
5,20MAY17:12:20:54,40.068718,-83.093086
5,20MAY17:12:20:56,40.06863,-83.093094
5,20MAY17:12:20:57,40.068619,-83.093102
5,20MAY17:12:20:58,40.068604,-83.093109
5,20MAY17:12:20:59,40.068588,-83.093117
5,20MAY17:12:21:00,40.068584,-83.093124
5,20MAY17:12:21:01,40.068573,-83.093117
5,20MAY17:12:21:02,40.068577,-83.093124
5,20MAY17:12:21:03,40.068573,-83.093117
5,20MAY17:12:21:04,40.068573,-83.093117
5,20MAY17:12:21:05,40.068577,-83.093117
5,20MAY17:12:21:06,40.068588,-83.093117
5,20MAY17:12:21:07,40.068584,-83.093117
5,20MAY17:12:21:08,40.068584,-83.093109
5,20MAY17:12:21:09,40.068588,-83.093109
5,20MAY17:12:21:10,40.068584,-83.093117
5,20MAY17:12:21:11,40.068584,-83.093109
5,20MAY17:12:21:12,40.068588,-83.093117
5,20MAY17:12:21:13,40.068588,-83.093117
5,20MAY17:12:21:14,40.068584,-83.093109
5,20MAY17:12:21:15,40.068584,-83.093109
5,20MAY17:12:21:16,40.068493,-83.093117
5,20MAY17:12:21:17,40.068417,-83.093117
5,20MAY17:12:21:18,40.06834,-83.093147
5,20MAY17:12:21:20,40.068153,-83.093155
5,20MAY17:12:21:21,40.068047,-83.093155
5,20MAY17:12:21:22,40.067936,-83.093178
5,20MAY17:12:21:23,40.067833,-83.093185
5,20MAY17:12:21:24,40.06773,-83.093201
5,20MAY17:12:21:25,40.067631,-83.093178
5,20MAY17:12:21:26,40.06752,-83.093185
5,20MAY17:12:21:28,40.067322,-83.093185
5,20MAY17:12:21:29,40.067238,-83.093185
5,20MAY17:12:21:30,40.067139,-83.093193
5,20MAY17:12:21:31,40.067036,-83.093208
5,20MAY17:12:21:33,40.066883,-83.093201
5,20MAY17:12:21:34,40.066792,-83.093216
5,20MAY17:12:21:35,40.0667,-83.093208
5,20MAY17:12:21:37,40.066517,-83.093246
5,20MAY17:12:21:38,40.066425,-83.093224
5,20MAY17:12:21:39,40.066307,-83.093224
5,20MAY17:12:21:40,40.066208,-83.093231
5,20MAY17:12:21:41,40.066086,-83.093231
5,20MAY17:12:21:42,40.065971,-83.093246
5,20MAY17:12:21:43,40.065811,-83.093239
5,20MAY17:12:21:44,40.065681,-83.093262
5,20MAY17:12:21:45,40.065544,-83.093269
5,20MAY17:12:21:46,40.065403,-83.093269
5,20MAY17:12:21:47,40.065269,-83.093285
5,20MAY17:12:21:48,40.065132,-83.0933
5,20MAY17:12:21:49,40.064999,-83.093307
5,20MAY17:12:21:50,40.064861,-83.093323
5,20MAY17:12:21:51,40.064724,-83.09333
5,20MAY17:12:21:52,40.06459,-83.093338
5,20MAY17:12:21:53,40.064453,-83.093338
5,20MAY17:12:21:55,40.064171,-83.093338
5,20MAY17:12:21:56,40.06403,-83.093338
5,20MAY17:12:21:57,40.063881,-83.093338
5,20MAY17:12:21:58,40.06374,-83.093338
5,20MAY17:12:21:59,40.063599,-83.093338
5,20MAY17:12:22:01,40.063297,-83.093353
5,20MAY17:12:22:02,40.063145,-83.093361
5,20MAY17:12:22:03,40.063,-83.093369
5,20MAY17:12:22:04,40.062855,-83.093369
5,20MAY17:12:22:05,40.062698,-83.093369
5,20MAY17:12:22:06,40.06255,-83.093376
5,20MAY17:12:22:07,40.062408,-83.093361
5,20MAY17:12:22:08,40.062298,-83.093353
5,20MAY17:12:22:09,40.062187,-83.093361
5,20MAY17:12:22:10,40.062069,-83.093369
5,20MAY17:12:22:11,40.061958,-83.093361
5,20MAY17:12:22:13,40.061783,-83.093384
5,20MAY17:12:22:14,40.061733,-83.093346
5,20MAY17:12:22:15,40.061661,-83.093353
5,20MAY17:12:22:16,40.061577,-83.093369
5,20MAY17:12:22:17,40.061478,-83.093376
5,20MAY17:12:22:18,40.061386,-83.093384
5,20MAY17:12:22:19,40.061329,-83.093422
5,20MAY17:12:22:20,40.061218,-83.093452
5,20MAY17:12:22:21,40.061203,-83.093414
5,20MAY17:12:22:22,40.061146,-83.093437
5,20MAY17:12:22:23,40.061085,-83.093437
5,20MAY17:12:22:24,40.060993,-83.093391
5,20MAY17:12:22:25,40.060928,-83.093369
5,20MAY17:12:22:26,40.060867,-83.093338
